English,French,Spanish
"""Be patient, Pencroft,"" replied the engineer. ""How long will it be, my dear Spilett, before you think Herbert may be carried to Granite House?""","-- Soyez patient, Pencroff, répondit l'ingénieur. -- Dans combien de temps, mon cher Spilett, croyez-vous qu'Harbert puisse être transporté à Granite-House?","–Paciencia, Pencroff –dijo el ingeniero–. ¿Dentro de cuánto tiempo, mi querido Spilett, cree que Harbert podrá ser trasladado al Palacio de granito?"
"""That is difficult to say, Cyrus,"" answered the reporter, ""for any imprudence might involve terrible consequences.","-- Cela est difficile à dire, Cyrus, répondit le reporter, car une imprudence pourrait entraîner des conséquences funestes.","–Es difícil, Ciro –contestó el periodista–, porque una imprudencia podría traer consecuencias funestas."
"But his convalescence is progressing, and if he continues to gain strength, in eight days from now--well, we shall see.""","Mais enfin, sa convalescence se fait régulièrement, et si d'ici huit jours les forces lui sont revenues, eh bien, nous verrons!»","Pero, en fin, la convalecencia marcha regularmente, y de aquí a ocho días, si ha recobrado las fuerzas, veremos."
Eight days!,Huit jours!,¡Ocho días!
That would put off the return to Granite House until the first days of December.,Cela remettait le retour à Granite-House aux premiers jours de décembre seulement.,Esto aplazaba la vuelta al Palacio de granito hasta los primeros días de diciembre.
At this time two months of spring had already passed.,"À cette époque, le printemps avait déjà deux mois de date.",La primavera ya llevaba dos meses.
"The weather was fine, and the heat began to be great.","Le temps était beau, et la chaleur commençait à devenir forte.",El tiempo era bueno y el calor empezaba a dejarse sentir con fuerza.
"The forests of the island were in full leaf, and the time was approaching when the usual crops ought to be gathered.","Les forêts de l'île étaient en pleine frondaison, et le moment approchait où les récoltes accoutumées devraient être faites.",Los bosques de la isla estaban poblados de hojas y se acercaba el momento de hacer la recolección acostumbrada.
"The return to the plateau of Prospect Heights would, therefore, be followed by extensive agricultural labors, interrupted only by the projected expedition through the island.",La rentrée au plateau de Grande-vue serait donc suivie de grands travaux agricoles qu'interromprait seule l'expédition projetée dans l'île.,"La vuelta, pues, a la meseta de la Gran Vista debería ser seguida de grandes tareas agrícolas, que sólo se interrumpirían para ejecutar la expedición proyectada a la isla."
"It can, therefore, be well understood how injurious this seclusion in the corral must have been to the colonists.",On comprend donc combien cette séquestration au corral devait nuire aux colons.,"Se comprende bien cuán perjudicial debía ser su secuestro a los colonos, pero se veían obligados a someterse a la necesidad y no lo hacían sin impaciencia."
Once or twice the reporter ventured out into the road and made the tour of the palisade.,"Une ou deux fois, le reporter se hasarda sur la route et fit le tour de l'enceinte palissadée.",Una o dos veces el periodista se aventuró por el camino y dio la vuelta a la empalizada.
"Top accompanied him, and Gideon Spilett, his gun cocked, was ready for any emergency.","Top l'accompagnait, et Gédéon Spilett, sa carabine armée, était prêt à tout événement.","Top lo acompañaba y Gedeón Spilett, con la carabina armada, marchaba dispuesto a todo."
He met with no misadventure and found no suspicious traces.,Il ne fit aucune mauvaise rencontre et ne trouva aucune trace suspecte.,No tuvo ningún mal encuentro ni vio ninguna huella sospechosa.
"His dog would have warned him of any danger, and, as Top did not bark, it might be concluded that there was nothing to fear at the moment at least, and that the convicts were occupied in another part of the island.","Son chien l'eût averti de tout danger, et, comme Top n'aboya pas, on pouvait en conclure qu'il n'y avait rien à craindre, en ce moment du moins, et que les convicts étaient occupés dans une autre partie de l'île.","El perro le habría advertido del peligro y, cuando Top no ladraba, podía decirse que nada había que temer o al menos en aquel momento, y que los presidiarios estaban ocupados en otra parte de la isla."
"However, on his second sortie, on the 27th of November, Gideon Spilett, who had ventured a quarter of a mile into the woods, towards the south of the mountain, remarked that Top scented something.","Cependant, à sa seconde sortie, le 27 novembre, Gédéon Spilett, qui s'était aventuré sous bois pendant un quart de mille, dans le sud de la montagne, remarqua que Top sentait quelque chose.","Sin embargo, en su segunda salida, el 27 de noviembre, habiéndose aventurado por el bosque durante un cuarto de milla hacia el sur de la montaña, observó que Top olfateaba alguna cosa."
"The dog had no longer his unconcerned manner; he went backwards and forwards, ferreting among the grass and bushes as if his smell had revealed some suspicious object to him.","Le chien n'avait plus son allure indifférente; il allait et venait, furetant dans les herbes et les broussailles, comme si son odorât lui eût révélé quelque objet suspect.","El perro no llevaba su marcha indiferente, iba y venía registrando entre las hierbas y las malezas, como si su olfato le hubiese revelado algún objeto sospechoso."
"Gideon Spilett followed Top, encouraged him, excited him by his voice, while keeping a sharp look-out, his gun ready to fire, and sheltering himself behind the trees.","Gédéon Spilett suivit Top, l'encouragea, l'excita de la voix, tout en ayant l'oeil aux aguets, la carabine épaulée, et en profitant de l'abri des arbres pour se couvrir.","Gedeón Spilett siguió a Top, lo animó, lo excitó con la voz, sin dejar de espiar con la vista los alrededores, teniendo la carabina apoyada en el hombro y aprovechándose del abrigo de los árboles para cubrirse."
"It was not probable that Top scented the presence of man, for in that case, he would have announced it by half-uttered, sullen, angry barks.","Il n'était pas probable que Top eût senti la présence d'un homme, car, dans ce cas, il l'aurait annoncée par des aboiements à demi contenus et une sorte de colère sourde.","No era probable que Top hubiese encontrado la pista de un hombre, porque en tal caso lo habría anunciado por ladridos medio contenidos y una especie de cólera sorda."
"Now, as he did not growl, it was because danger was neither near nor approaching.","Or, puisqu'il ne faisait entendre aucun grondement, c'est que le danger n'était ni prochain, ni proche.","Cuando no hacía más que gruñir, el peligro no era inmediato, ni siquiera próximo."
"Nearly five minutes passed thus, Top rummaging, the reporter following him prudently when, all at once, the dog rushed towards a thick bush, and drew out a rag.","Cinq minutes environ se passèrent ainsi, Top furetant, le reporter le suivant avec prudence, quand, tout à coup, le chien se précipita vers un épais buisson et en tira un lambeau d'étoffe.","Así pasaron cinco minutos, Top registrando y el periodista siguiéndolo con prudencia, cuando de repente el perro se precipitó hacia la espesura de arbustos, de donde sacó un trapo."
"It was a piece of cloth, stained and torn, which Spilett immediately brought back to the corral.","C'était un morceau de vêtement, maculé, lacéré, que Gédéon Spilett rapporta immédiatement au corral.","Era el jirón de un vestido manchado y lacerado, que Gedeón Spilett llevó inmediatamente a la dehesa."
"There it was examined by the colonists, who found that it was a fragment of Ayrton's waistcoat, a piece of that felt, manufactured solely by the Granite House factory.","Là, les colons l'examinèrent, et ils reconnurent que c'était un morceau de la veste d'Ayrton, morceau de ce feutre uniquement fabriqué à l'atelier de Granite-House.","Los colonos lo examinaron y reconocieron que era un pedazo de chaqueta de Ayrton, hecha de aquel fieltro que sólo se fabricaba en el taller del Palacio de granito."
"""You see, Pencroft,"" observed Harding, ""there has been resistance on the part of the unfortunate Ayrton.","«Vous le voyez, Pencroff, fit observer Cyrus Smith, il y a eu résistance de la part du malheureux Ayrton.","–Ya lo ve, Pencroff –observó Ciro Smith–, ha habido resistencia por parte del desgraciado Ayrton."
The convicts have dragged him away in spite of himself!,Les convicts l'ont entraîné malgré lui!,Los presidiarios se lo han llevado a pesar suyo.
"Do you still doubt his honesty?""",Doutez-vous encore de son honnêteté?,¿Duda usted todavía de su honradez?
"""No, captain,"" answered the sailor, ""and I repented of my suspicion a long time ago!","-- Non, Monsieur Cyrus, répondit le marin, et voilà longtemps que je suis revenu de ma défiance d'un instant!","–No, señor Ciro –repuso el marino–, y hace largo tiempo que se va desvaneciendo mi desconfianza."
"But it seems to me that something may be learned from the incident.""","Mais il y a, ce me semble, une conséquence à tirer de ce fait.",Pero me parece que hay una consecuencia que sacar de este hecho.
